"filename", "language", "Markdown", "pip requirements", "Python", "JSON", "Log", "HTML", "JavaScript", "CSS", "comment", "blank", "total"
"c:\GitHub\InteliChatDev\WareHouse\Matchy_Match_THUNLP_20230825101854\game.py", "Python", 0, 0, 62, 0, 0, 0, 0, 0, 8, 0, 70
"c:\GitHub\InteliChatDev\WareHouse\Matchy_Match_THUNLP_20230825101854\main.py", "Python", 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 12
"c:\GitHub\InteliChatDev\WareHouse\Matchy_Match_THUNLP_20230825101854\manual.md", "Markdown", 30, 0, 0, 0, 0, 0, 0, 0, 0, 25, 55
"c:\GitHub\InteliChatDev\WareHouse\Matchy_Match_THUNLP_20230825101854\requirements.txt", "pip requirements", 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\GitHub\InteliChatDev\WareHouse\MazeGenerator_THUNLP_20230825093601\ChatChainConfig.json", "JSON", 0, 0, 0, 101, 0, 0, 0, 0, 0, 0, 101
"c:\GitHub\InteliChatDev\WareHouse\MazeGenerator_THUNLP_20230825093601\MazeGenerator_THUNLP_20230825093601.log", "Log", 0, 0, 0, 0, 3801, 0, 0, 0, 0, 1087, 4888
"c:\GitHub\InteliChatDev\WareHouse\MazeGenerator_THUNLP_20230825093601\PhaseConfig.json", "JSON", 0, 0, 0, 301, 0, 0, 0, 0, 0, 0, 301
"c:\GitHub\InteliChatDev\WareHouse\MazeGenerator_THUNLP_20230825093601\RoleConfig.json", "JSON", 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 65
"c:\GitHub\InteliChatDev\WareHouse\MazeGenerator_THUNLP_20230825093601\main.py", "Python", 0, 0, 45, 0, 0, 0, 0, 0, 6, 0, 51
"c:\GitHub\InteliChatDev\WareHouse\MazeGenerator_THUNLP_20230825093601\manual.md", "Markdown", 28, 0, 0, 0, 0, 0, 0, 0, 0, 23, 51
"c:\GitHub\InteliChatDev\WareHouse\MazeGenerator_THUNLP_20230825093601\maze.py", "Python", 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 61
"c:\GitHub\InteliChatDev\WareHouse\MazeGenerator_THUNLP_20230825093601\requirements.txt", "pip requirements", 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\GitHub\InteliChatDev\WareHouse\Maze_THUNLP_20231006154305\ChatChainConfig.json", "JSON", 0, 0, 0, 101, 0, 0, 0, 0, 0, 1, 102
"c:\GitHub\InteliChatDev\WareHouse\Maze_THUNLP_20231006154305\PhaseConfig.json", "JSON", 0, 0, 0, 277, 0, 0, 0, 0, 0, 0, 277
"c:\GitHub\InteliChatDev\WareHouse\Maze_THUNLP_20231006154305\RoleConfig.json", "JSON", 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 65
"c:\GitHub\InteliChatDev\WareHouse\Maze_THUNLP_20231006154305\main.py", "Python", 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 39
"c:\GitHub\InteliChatDev\WareHouse\Maze_THUNLP_20231006154305\manual.md", "Markdown", 27, 0, 0, 0, 0, 0, 0, 0, 0, 16, 43
"c:\GitHub\InteliChatDev\WareHouse\Maze_THUNLP_20231006154305\maze.py", "Python", 0, 0, 31, 0, 0, 0, 0, 0, 1, 0, 32
"c:\GitHub\InteliChatDev\WareHouse\Maze_THUNLP_20231006154305\maze_DefaultOrganization_20231006154305.log", "Log", 0, 0, 0, 0, 2533, 0, 0, 0, 0, 647, 3180
"c:\GitHub\InteliChatDev\WareHouse\MoneyCtrl_THUNLP_20230825093546\ChatChainConfig.json", "JSON", 0, 0, 0, 101, 0, 0, 0, 0, 0, 0, 101
"c:\GitHub\InteliChatDev\WareHouse\MoneyCtrl_THUNLP_20230825093546\MoneyCtrl_THUNLP_20230825093546.log", "Log", 0, 0, 0, 0, 3223, 0, 0, 0, 0, 1214, 4437
"c:\GitHub\InteliChatDev\WareHouse\MoneyCtrl_THUNLP_20230825093546\PhaseConfig.json", "JSON", 0, 0, 0, 301, 0, 0, 0, 0, 0, 0, 301
"c:\GitHub\InteliChatDev\WareHouse\MoneyCtrl_THUNLP_20230825093546\RoleConfig.json", "JSON", 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 65
"c:\GitHub\InteliChatDev\WareHouse\MoneyCtrl_THUNLP_20230825093546\budget.py", "Python", 0, 0, 25, 0, 0, 0, 0, 0, 5, 0, 30
"c:\GitHub\InteliChatDev\WareHouse\MoneyCtrl_THUNLP_20230825093546\main.py", "Python", 0, 0, 48, 0, 0, 0, 0, 0, 7, 0, 55
"c:\GitHub\InteliChatDev\WareHouse\MoneyCtrl_THUNLP_20230825093546\manual.md", "Markdown", 64, 0, 0, 0, 0, 0, 0, 0, 0, 34, 98
"c:\GitHub\InteliChatDev\WareHouse\MoneyCtrl_THUNLP_20230825093546\requirements.txt", "pip requirements", 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"c:\GitHub\InteliChatDev\WareHouse\Notebook Application_DefaultOrganization_20230918090434\ChatChainConfig.json", "JSON", 0, 0, 0, 101, 0, 0, 0, 0, 0, 1, 102
"c:\GitHub\InteliChatDev\WareHouse\Notebook Application_DefaultOrganization_20230918090434\Notebook Application_DefaultOrganization_20230918090434.log", "Log", 0, 0, 0, 0, 2612, 0, 0, 0, 0, 646, 3258
"c:\GitHub\InteliChatDev\WareHouse\Notebook Application_DefaultOrganization_20230918090434\PhaseConfig.json", "JSON", 0, 0, 0, 301, 0, 0, 0, 0, 0, 0, 301
"c:\GitHub\InteliChatDev\WareHouse\Notebook Application_DefaultOrganization_20230918090434\RoleConfig.json", "JSON", 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 65
"c:\GitHub\InteliChatDev\WareHouse\Notebook Application_DefaultOrganization_20230918090434\main.py", "Python", 0, 0, 74, 0, 0, 0, 0, 0, 0, 0, 74
"c:\GitHub\InteliChatDev\WareHouse\Notebook Application_DefaultOrganization_20230918090434\manual.md", "Markdown", 34, 0, 0, 0, 0, 0, 0, 0, 0, 22, 56
"c:\GitHub\InteliChatDev\WareHouse\Notebook Application_DefaultOrganization_20230918090434\requirements.txt", "pip requirements", 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\GitHub\InteliChatDev\WareHouse\PasswordGenerator_THUNLP_20230825072337\ChatChainConfig.json", "JSON", 0, 0, 0, 101, 0, 0, 0, 0, 0, 0, 101
"c:\GitHub\InteliChatDev\WareHouse\PasswordGenerator_THUNLP_20230825072337\PasswordGenerator_THUNLP_20230825072337.log", "Log", 0, 0, 0, 0, 10780, 0, 0, 0, 0, 2720, 13500
"c:\GitHub\InteliChatDev\WareHouse\PasswordGenerator_THUNLP_20230825072337\PhaseConfig.json", "JSON", 0, 0, 0, 301, 0, 0, 0, 0, 0, 0, 301
"c:\GitHub\InteliChatDev\WareHouse\PasswordGenerator_THUNLP_20230825072337\RoleConfig.json", "JSON", 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 65
"c:\GitHub\InteliChatDev\WareHouse\PasswordGenerator_THUNLP_20230825072337\main.py", "Python", 0, 0, 84, 0, 0, 0, 0, 0, 8, 0, 92
"c:\GitHub\InteliChatDev\WareHouse\PasswordGenerator_THUNLP_20230825072337\manual.md", "Markdown", 61, 0, 0, 0, 0, 0, 0, 0, 0, 42, 103
"c:\GitHub\InteliChatDev\WareHouse\PasswordGenerator_THUNLP_20230825072337\password_generator.py", "Python", 0, 0, 41, 0, 0, 0, 0, 0, 3, 0, 44
"c:\GitHub\InteliChatDev\WareHouse\PasswordGenerator_THUNLP_20230825072337\password_strength_checker.py", "Python", 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 12
"c:\GitHub\InteliChatDev\WareHouse\PasswordGenerator_THUNLP_20230825072337\requirements.txt", "pip requirements", 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\GitHub\InteliChatDev\WareHouse\PixelCraft_THUNLP_20230825072340\ChatChainConfig.json", "JSON", 0, 0, 0, 101, 0, 0, 0, 0, 0, 0, 101
"c:\GitHub\InteliChatDev\WareHouse\PixelCraft_THUNLP_20230825072340\PhaseConfig.json", "JSON", 0, 0, 0, 301, 0, 0, 0, 0, 0, 0, 301
"c:\GitHub\InteliChatDev\WareHouse\PixelCraft_THUNLP_20230825072340\PixelCraft_THUNLP_20230825072340.log", "Log", 0, 0, 0, 0, 9519, 0, 0, 0, 0, 2712, 12231
"c:\GitHub\InteliChatDev\WareHouse\PixelCraft_THUNLP_20230825072340\RoleConfig.json", "JSON", 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 65
"c:\GitHub\InteliChatDev\WareHouse\PixelCraft_THUNLP_20230825072340\main.py", "Python", 0, 0, 94, 0, 0, 0, 0, 0, 0, 0, 94
"c:\GitHub\InteliChatDev\WareHouse\PixelCraft_THUNLP_20230825072340\manual.md", "Markdown", 43, 0, 0, 0, 0, 0, 0, 0, 0, 32, 75
"c:\GitHub\InteliChatDev\WareHouse\PixelCraft_THUNLP_20230825072340\pixel_io.py", "Python", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 18
"c:\GitHub\InteliChatDev\WareHouse\PixelCraft_THUNLP_20230825072340\requirements.txt", "pip requirements", 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"c:\GitHub\InteliChatDev\WareHouse\PixelRunner_THUNLP_20230825072339\ChatChainConfig.json", "JSON", 0, 0, 0, 101, 0, 0, 0, 0, 0, 0, 101
"c:\GitHub\InteliChatDev\WareHouse\PixelRunner_THUNLP_20230825072339\PhaseConfig.json", "JSON", 0, 0, 0, 301, 0, 0, 0, 0, 0, 0, 301
"c:\GitHub\InteliChatDev\WareHouse\PixelRunner_THUNLP_20230825072339\PixelRunner_THUNLP_20230825072339.log", "Log", 0, 0, 0, 0, 13217, 0, 0, 0, 0, 2979, 16196
"c:\GitHub\InteliChatDev\WareHouse\PixelRunner_THUNLP_20230825072339\RoleConfig.json", "JSON", 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 65
"c:\GitHub\InteliChatDev\WareHouse\PixelRunner_THUNLP_20230825072339\game.py", "Python", 0, 0, 88, 0, 0, 0, 0, 0, 0, 0, 88
"c:\GitHub\InteliChatDev\WareHouse\PixelRunner_THUNLP_20230825072339\main.py", "Python", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 11
"c:\GitHub\InteliChatDev\WareHouse\PixelRunner_THUNLP_20230825072339\manual.md", "Markdown", 53, 0, 0, 0, 0, 0, 0, 0, 0, 27, 80
"c:\GitHub\InteliChatDev\WareHouse\PixelRunner_THUNLP_20230825072339\obstacle.py", "Python", 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 14
"c:\GitHub\InteliChatDev\WareHouse\PixelRunner_THUNLP_20230825072339\player.py", "Python", 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 36
"c:\GitHub\InteliChatDev\WareHouse\PixelRunner_THUNLP_20230825072339\powerup.py", "Python", 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 14
"c:\GitHub\InteliChatDev\WareHouse\PixelRunner_THUNLP_20230825072339\requirements.txt", "pip requirements", 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\GitHub\InteliChatDev\WareHouse\Poker1_DefaultOrganization_20231006035628\ChatChainConfig.json", "JSON", 0, 0, 0, 101, 0, 0, 0, 0, 0, 1, 102
"c:\GitHub\InteliChatDev\WareHouse\Poker1_DefaultOrganization_20231006035628\PhaseConfig.json", "JSON", 0, 0, 0, 277, 0, 0, 0, 0, 0, 0, 277
"c:\GitHub\InteliChatDev\WareHouse\Poker1_DefaultOrganization_20231006035628\Poker1_DefaultOrganization_20231006035628.log", "Log", 0, 0, 0, 0, 9895, 0, 0, 0, 0, 1579, 11474
"c:\GitHub\InteliChatDev\WareHouse\Poker1_DefaultOrganization_20231006035628\RoleConfig.json", "JSON", 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 65
"c:\GitHub\InteliChatDev\WareHouse\Poker1_DefaultOrganization_20231006035628\deck.py", "Python", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 22
"c:\GitHub\InteliChatDev\WareHouse\Poker1_DefaultOrganization_20231006035628\game.py", "Python", 0, 0, 216, 0, 0, 0, 0, 0, 15, 24, 255
"c:\GitHub\InteliChatDev\WareHouse\Poker1_DefaultOrganization_20231006035628\main.py", "Python", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 11
"c:\GitHub\InteliChatDev\WareHouse\Poker1_DefaultOrganization_20231006035628\manual.md", "Markdown", 61, 0, 0, 0, 0, 0, 0, 0, 0, 37, 98
"c:\GitHub\InteliChatDev\WareHouse\Poker1_DefaultOrganization_20231006035628\player.py", "Python", 0, 0, 99, 0, 0, 0, 0, 0, 1, 2, 102
"c:\GitHub\InteliChatDev\WareHouse\Poker1_DefaultOrganization_20231006035628\requirements.txt", "pip requirements", 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 3
"c:\GitHub\InteliChatDev\WareHouse\QRCodeGenerator_THUNLP_20231015214731\ChatChainConfig.json", "JSON", 0, 0, 0, 101, 0, 0, 0, 0, 0, 1, 102
"c:\GitHub\InteliChatDev\WareHouse\QRCodeGenerator_THUNLP_20231015214731\PhaseConfig.json", "JSON", 0, 0, 0, 277, 0, 0, 0, 0, 0, 0, 277
"c:\GitHub\InteliChatDev\WareHouse\QRCodeGenerator_THUNLP_20231015214731\QRCodeGenerator_THUNLP_20231015214731.log", "Log", 0, 0, 0, 0, 2831, 0, 0, 0, 0, 700, 3531
"c:\GitHub\InteliChatDev\WareHouse\QRCodeGenerator_THUNLP_20231015214731\RoleConfig.json", "JSON", 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 65
"c:\GitHub\InteliChatDev\WareHouse\QRCodeGenerator_THUNLP_20231015214731\main.py", "Python", 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 41
"c:\GitHub\InteliChatDev\WareHouse\QRCodeGenerator_THUNLP_20231015214731\manual.md", "Markdown", 39, 0, 0, 0, 0, 0, 0, 0, 0, 19, 58
"c:\GitHub\InteliChatDev\WareHouse\QRCodeGenerator_THUNLP_20231015214731\qrcode_generator.py", "Python", 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 13
"c:\GitHub\InteliChatDev\WareHouse\QRCodeGenerator_THUNLP_20231015214731\requirements.txt", "pip requirements", 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\GitHub\InteliChatDev\WareHouse\RGB_Color_Picker_DefaultOrganization_20231015003723\ChatChainConfig.json", "JSON", 0, 0, 0, 101, 0, 0, 0, 0, 0, 1, 102
"c:\GitHub\InteliChatDev\WareHouse\RGB_Color_Picker_DefaultOrganization_20231015003723\PhaseConfig.json", "JSON", 0, 0, 0, 277, 0, 0, 0, 0, 0, 0, 277
"c:\GitHub\InteliChatDev\WareHouse\RGB_Color_Picker_DefaultOrganization_20231015003723\RGB_Color_Picker_DefaultOrganization_20231015003723.log", "Log", 0, 0, 0, 0, 3266, 0, 0, 0, 0, 1080, 4346
"c:\GitHub\InteliChatDev\WareHouse\RGB_Color_Picker_DefaultOrganization_20231015003723\RoleConfig.json", "JSON", 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 65
"c:\GitHub\InteliChatDev\WareHouse\RGB_Color_Picker_DefaultOrganization_20231015003723\gui.py", "Python", 0, 0, 38, 0, 0, 0, 0, 0, 12, 0, 50
"c:\GitHub\InteliChatDev\WareHouse\RGB_Color_Picker_DefaultOrganization_20231015003723\main.py", "Python", 0, 0, 8, 0, 0, 0, 0, 0, 2, 0, 10
"c:\GitHub\InteliChatDev\WareHouse\RGB_Color_Picker_DefaultOrganization_20231015003723\manual.md", "Markdown", 45, 0, 0, 0, 0, 0, 0, 0, 0, 33, 78
"c:\GitHub\InteliChatDev\WareHouse\RGB_Color_Picker_DefaultOrganization_20231015003723\requirements.txt", "pip requirements", 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\GitHub\InteliChatDev\WareHouse\Script_Manager_DefaultOrganization_20231016105222.log", "Log", 0, 0, 0, 0, 61, 0, 0, 0, 0, 33, 94
"c:\GitHub\InteliChatDev\WareHouse\Script_Manager_DefaultOrganization_20231016105428\ChatChainConfig.json", "JSON", 0, 0, 0, 101, 0, 0, 0, 0, 0, 1, 102
"c:\GitHub\InteliChatDev\WareHouse\Script_Manager_DefaultOrganization_20231016105428\PhaseConfig.json", "JSON", 0, 0, 0, 277, 0, 0, 0, 0, 0, 0, 277
"c:\GitHub\InteliChatDev\WareHouse\Script_Manager_DefaultOrganization_20231016105428\RoleConfig.json", "JSON", 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 65
"c:\GitHub\InteliChatDev\WareHouse\Script_Manager_DefaultOrganization_20231016105428\Script_Manager_DefaultOrganization_20231016105428.log", "Log", 0, 0, 0, 0, 2652, 0, 0, 0, 0, 667, 3319
"c:\GitHub\InteliChatDev\WareHouse\Script_Manager_DefaultOrganization_20231016105428\main.py", "Python", 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 60
"c:\GitHub\InteliChatDev\WareHouse\Script_Manager_DefaultOrganization_20231016105428\manual.md", "Markdown", 31, 0, 0, 0, 0, 0, 0, 0, 0, 26, 57
"c:\GitHub\InteliChatDev\WareHouse\Script_Manager_DefaultOrganization_20231016105428\requirements.txt", "pip requirements", 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"c:\GitHub\InteliChatDev\WareHouse\Space_Invasion_Classified39_20231006210047\ChatChainConfig.json", "JSON", 0, 0, 0, 114, 0, 0, 0, 0, 0, 1, 115
"c:\GitHub\InteliChatDev\WareHouse\Space_Invasion_Classified39_20231006210047\PhaseConfig.json", "JSON", 0, 0, 0, 301, 0, 0, 0, 0, 0, 0, 301
"c:\GitHub\InteliChatDev\WareHouse\Space_Invasion_Classified39_20231006210047\RoleConfig.json", "JSON", 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 65
"c:\GitHub\InteliChatDev\WareHouse\Space_Invasion_Classified39_20231006210047\Space Invasion 2_Classified39_20231006210047.log", "Log", 0, 0, 0, 0, 7311, 0, 0, 0, 0, 1300, 8611
"c:\GitHub\InteliChatDev\WareHouse\Space_Invasion_Classified39_20231006210047\bullet.py", "Python", 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 24
"c:\GitHub\InteliChatDev\WareHouse\Space_Invasion_Classified39_20231006210047\enemy.py", "Python", 0, 0, 17, 0, 0, 0, 0, 0, 1, 0, 18
"c:\GitHub\InteliChatDev\WareHouse\Space_Invasion_Classified39_20231006210047\game.py", "Python", 0, 0, 71, 0, 0, 0, 0, 0, 5, 0, 76
"c:\GitHub\InteliChatDev\WareHouse\Space_Invasion_Classified39_20231006210047\main.py", "Python", 0, 0, 29, 0, 0, 0, 0, 0, 7, 0, 36
"c:\GitHub\InteliChatDev\WareHouse\Space_Invasion_Classified39_20231006210047\manual.md", "Markdown", 51, 0, 0, 0, 0, 0, 0, 0, 0, 18, 69
"c:\GitHub\InteliChatDev\WareHouse\Space_Invasion_Classified39_20231006210047\player.py", "Python", 0, 0, 23, 0, 0, 0, 0, 0, 1, 0, 24
"c:\GitHub\InteliChatDev\WareHouse\Space_Invasion_Classified39_20231006210047\requirements.txt", "pip requirements", 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\GitHub\InteliChatDev\WareHouse\SpriteMaker_THUNLP_20230825072337\ChatChainConfig.json", "JSON", 0, 0, 0, 101, 0, 0, 0, 0, 0, 0, 101
"c:\GitHub\InteliChatDev\WareHouse\SpriteMaker_THUNLP_20230825072337\PhaseConfig.json", "JSON", 0, 0, 0, 301, 0, 0, 0, 0, 0, 0, 301
"c:\GitHub\InteliChatDev\WareHouse\SpriteMaker_THUNLP_20230825072337\RoleConfig.json", "JSON", 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 65
"c:\GitHub\InteliChatDev\WareHouse\SpriteMaker_THUNLP_20230825072337\SpriteMaker_THUNLP_20230825072337.log", "Log", 0, 0, 0, 0, 9975, 0, 0, 0, 0, 3077, 13052
"c:\GitHub\InteliChatDev\WareHouse\SpriteMaker_THUNLP_20230825072337\canvas.py", "Python", 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 41
"c:\GitHub\InteliChatDev\WareHouse\SpriteMaker_THUNLP_20230825072337\editor.py", "Python", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 18
"c:\GitHub\InteliChatDev\WareHouse\SpriteMaker_THUNLP_20230825072337\main.py", "Python", 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 12
"c:\GitHub\InteliChatDev\WareHouse\SpriteMaker_THUNLP_20230825072337\manual.md", "Markdown", 105, 0, 0, 0, 0, 0, 0, 0, 0, 79, 184
"c:\GitHub\InteliChatDev\WareHouse\SpriteMaker_THUNLP_20230825072337\requirements.txt", "pip requirements", 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\GitHub\InteliChatDev\WareHouse\SpriteMaker_THUNLP_20230825072337\toolbar.py", "Python", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 18
"c:\GitHub\InteliChatDev\WareHouse\TicTacToe_THUNLP_20230825093547\ChatChainConfig.json", "JSON", 0, 0, 0, 101, 0, 0, 0, 0, 0, 0, 101
"c:\GitHub\InteliChatDev\WareHouse\TicTacToe_THUNLP_20230825093547\PhaseConfig.json", "JSON", 0, 0, 0, 301, 0, 0, 0, 0, 0, 0, 301
"c:\GitHub\InteliChatDev\WareHouse\TicTacToe_THUNLP_20230825093547\RoleConfig.json", "JSON", 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 65
"c:\GitHub\InteliChatDev\WareHouse\TicTacToe_THUNLP_20230825093547\TicTacToe_THUNLP_20230825093547.log", "Log", 0, 0, 0, 0, 3047, 0, 0, 0, 0, 1074, 4121
"c:\GitHub\InteliChatDev\WareHouse\TicTacToe_THUNLP_20230825093547\game.py", "Python", 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 37
"c:\GitHub\InteliChatDev\WareHouse\TicTacToe_THUNLP_20230825093547\main.py", "Python", 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 39
"c:\GitHub\InteliChatDev\WareHouse\TicTacToe_THUNLP_20230825093547\manual.md", "Markdown", 34, 0, 0, 0, 0, 0, 0, 0, 0, 29, 63
"c:\GitHub\InteliChatDev\WareHouse\TicTacToe_THUNLP_20230825093547\requirements.txt", "pip requirements", 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\GitHub\InteliChatDev\WareHouse\ToDo_THUNLP_20230825072331\ChatChainConfig.json", "JSON", 0, 0, 0, 101, 0, 0, 0, 0, 0, 0, 101
"c:\GitHub\InteliChatDev\WareHouse\ToDo_THUNLP_20230825072331\PhaseConfig.json", "JSON", 0, 0, 0, 301, 0, 0, 0, 0, 0, 0, 301
"c:\GitHub\InteliChatDev\WareHouse\ToDo_THUNLP_20230825072331\RoleConfig.json", "JSON", 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 65
"c:\GitHub\InteliChatDev\WareHouse\ToDo_THUNLP_20230825072331\ToDo_THUNLP_20230825072331.log", "Log", 0, 0, 0, 0, 6705, 0, 0, 0, 0, 2302, 9007
"c:\GitHub\InteliChatDev\WareHouse\ToDo_THUNLP_20230825072331\main.py", "Python", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 10
"c:\GitHub\InteliChatDev\WareHouse\ToDo_THUNLP_20230825072331\manual.md", "Markdown", 43, 0, 0, 0, 0, 0, 0, 0, 0, 25, 68
"c:\GitHub\InteliChatDev\WareHouse\ToDo_THUNLP_20230825072331\requirements.txt", "pip requirements", 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\GitHub\InteliChatDev\WareHouse\ToDo_THUNLP_20230825072331\todo_app.py", "Python", 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 47
"c:\GitHub\InteliChatDev\WareHouse\Typing_THUNLP_20230824105537\20230824105537.log", "Log", 0, 0, 0, 0, 10394, 0, 0, 0, 0, 3088, 13482
"c:\GitHub\InteliChatDev\WareHouse\Typing_THUNLP_20230824105537\ChatChainConfig.json", "JSON", 0, 0, 0, 101, 0, 0, 0, 0, 0, 0, 101
"c:\GitHub\InteliChatDev\WareHouse\Typing_THUNLP_20230824105537\PhaseConfig.json", "JSON", 0, 0, 0, 301, 0, 0, 0, 0, 0, 0, 301
"c:\GitHub\InteliChatDev\WareHouse\Typing_THUNLP_20230824105537\RoleConfig.json", "JSON", 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 65
"c:\GitHub\InteliChatDev\WareHouse\Typing_THUNLP_20230824105537\main.py", "Python", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 11
